ID: 1001649855, Name: Giant Magnet
ID: 243007180, Name: HEX Spitter
ID: 24346755, Name: Frying Pan
ID: 2436000243, Name: Newt’s Magical Case
ID: 243777016, Name: Flaming Staff of the Nefarious Red Wizard
ID: 243778818, Name: Fallen Artemis Sword & Shield
ID: 243788010, Name: Bombo's Survival Raig Table
ID: 243788599, Name: Hedgehog Horde
ID: 243790334, Name: Golden Steampunk Gloves
ID: 243791145, Name: Bluesteel Katana
ID: 243791329, Name: Double Sword Punch
ID: 243890860, Name: Captain Cyborg Flintlock
ID: 24396804, Name: CocoWHAAA?
ID: 244081145, Name: DarkAge Naginata
ID: 244082303, Name: Homemade Sword and Shield
ID: 24440014, Name: Springtime Cutlass Of Infinite Virtue
ID: 2445084910, Name: Ghostly Possessed Sword of Terror
ID: 2445089071, Name: Zombie Hunter Motorcycle
ID: 2463674178, Name: Baby Nessie Mount
ID: 2463675080, Name: Bigfoot Feet Slippers
ID: 2463683230, Name: Spooky Spectral Attack Lollipop
ID: 24659699, Name: Magic Dragon
ID: 24686580, Name: Double Cheezburger
ID: 24713330, Name: Cerulean Vengeance
ID: 24791472, Name: Chocolate Bunny
ID: 248285248, Name: Homemade Motorcycle
ID: 248287898, Name: Club Boates Disco Ball
ID: 24903441, Name: Egg Magnet
ID: 24903474, Name: Egg Compass
ID: 250533235, Name: Velociroblox
ID: 250534394, Name: BLOXikin Horde
ID: 2506347092, Name: Skeleton Foam Finger
ID: 2506365260, Name: Skeletal Scythe
ID: 25158998, Name: ROBLOX Frisbee
ID: 25162389, Name: Classic Bucket
ID: 252564167, Name: Gamer’s Guide Controller
ID: 2535102249, Name: Sword of the Raven's Feather
ID: 2535102910, Name: R0b0-Penguin
ID: 253519495, Name: Ultimate Drive Speedster
ID: 2535472650, Name: The Great Sword Justice
ID: 2544539559, Name: Inugami: Ninja Warrior
ID: 254608905, Name: Bladed Ninja Claw
ID: 2548992615, Name: Sea Dragon
ID: 25545089, Name: Ocherous Katana of the Setting Sun
ID: 255800146, Name: Ninja Whip
ID: 255800577, Name: Bombastic Katana
ID: 255800783, Name: Golden Shuriken
ID: 2568113462, Name: Dragonheart Bow
ID: 2568114215, Name: Blinged Gold Motorcycle
ID: 2568200796, Name: Turkey Mount
ID: 2569022418, Name: Twin Space Pistols
ID: 257342981, Name: Tiny Pony Stampede
ID: 257343434, Name: Crocopal
ID: 257343597, Name: Neon Octopus Cannon
ID: 25741198, Name: Hot Potato
ID: 257810065, Name: Attack Doge
ID: 257813288, Name: Neon Mystery Cape
ID: 257838919, Name: Heather’s Boots
ID: 25923196, Name: Earth Day 2010 Seeds
ID: 25974222, Name: Beach Ball
ID: 26013203, Name: Freeze Ray
ID: 26014536, Name: Red Rebels Paintball Gun
ID: 26017478, Name: Blue Bloxxers Paintball Gun
ID: 2605965785, Name: Ice Blue Rolling Hoverboard
ID: 2605966484, Name: Breath of Ice
ID: 261439002, Name: Winters Greatsword
ID: 261762082, Name: Hiccup the Dragon Rider
ID: 261826406, Name: Cro-Minion Club
ID: 261826683, Name: Minions YTO Special
ID: 261827192, Name: Neon Rainbow Phoenix
ID: 2620420065, Name: Snow Wolf Companion
ID: 2620441860, Name: 2019 Spinning Noisemaker
ID: 2620451289, Name: Deluxe Luxury Magic Sled
ID: 2620452349, Name: Jingle Bell Launcher
ID: 2620470482, Name: 2019 Fireworks
ID: 2620521684, Name: Fireball Spell
ID: 2620523077, Name: Inflatable Saxophone
ID: 2620523875, Name: Moose Mount
ID: 2620524562, Name: Nightmare Guitar
ID: 262406180, Name: Magnificent Lion 
ID: 26417031, Name: Magical Rainbow Pony
ID: 26421972, Name: Zombie Staff
ID: 264289990, Name: Green All Terrain Vehicle
ID: 2646379006, Name: Yeti Hunter Spear
ID: 264989911, Name: Independence Day Fireworks 2015
ID: 264990158, Name: Gold Eagle Sword
ID: 264990548, Name: USA Sparkler 2015
ID: 26673760, Name: Mariachi Guitar
ID: 26777410, Name: Pwny
ID: 268533320, Name: Meerkat Horde
ID: 268533852, Name: Magical Unicorn
ID: 26945832, Name: Ruler
ID: 270562881, Name: Panda’s Cellphone
ID: 271017031, Name: Sushi Scooter
ID: 271017537, Name: Squid Launcher
ID: 271017937, Name: Radiant Seahorse
ID: 271017937, Name: Radiant Seahorse 
ID: 27133214, Name: Binoculray
ID: 27171403, Name: Battle Axe
ID: 27245855, Name: Green Gremlins Paintball Gun
ID: 27312415, Name: Red Foam Finger
ID: 273969902, Name: Artichoke Morning Star
ID: 273970482, Name: Hot Pepper Launcher
ID: 27494652, Name: Green Balloon
ID: 277954704, Name: RC Tiny Tank
ID: 277955084, Name: Mind Controlled Lasers
ID: 277955605, Name: Throwing Knife Pen
ID: 278009025, Name: Interplanetary Fighter Sword
ID: 27848921, Name: Dance Potion
ID: 27854500, Name: Dance Potion
ID: 27858062, Name: Dance Potion
ID: 27860496, Name: Nova Wand
ID: 2803762878, Name: Aztec Warrior Macuahuitl
ID: 2804667002, Name: Year of the Boar Lantern
ID: 280661926, Name: Mystical Staff of Cyan Lightning Magic
ID: 280662667, Name: Gigantic Crossbow
ID: 28275809, Name: Scythe
ID: 28277486, Name: Black Hole Bomb
ID: 2830533679, Name: Neon Tiger Mount
ID: 283754518, Name: Rock Thunder
ID: 283755431, Name: Dueling Piano
ID: 283756680, Name: Ultraviolet Blaster
ID: 284135286, Name: Robloxian Clone
ID: 2845969550, Name: Badimo Arm Cannon
ID: 2845988123, Name: Pirate Mop
ID: 2846003729, Name: Green Flashlight
ID: 2846107063, Name: SirMing's Diamond Bling
ID: 28492363, Name: RobloTim's Chavez Burrito
ID: 286526176, Name: Adurite Katana
ID: 286527185, Name: Merely's Bluesteel Hoverboard
ID: 286527303, Name: Midnight Motor Madness Scooter
ID: 28664212, Name: Soccer Ball
ID: 28671909, Name: Yellow Card
ID: 28672001, Name: Goala Cola
ID: 287424278, Name: Orinthian Electroslasher
ID: 287424705, Name: Overseer Crossbow
ID: 287426148, Name: Omega Rainbow Sword
ID: 2906732820, Name: Community Pizza Launcher 
ID: 2907611562, Name: Fanciful Leprechaun Walking Cane
ID: 29099749, Name: Transmorph Ray Gun
ID: 29100449, Name: Banana Peel
ID: 29100543, Name: Water Balloon
ID: 292046825, Name: Magical Unicorn Horseshoe
ID: 292969139, Name: From the Vault: Alpaca Plushie
ID: 292969458, Name: From the Vault: Alligator Plushie
ID: 292969932, Name: From the Vault: Kawaii Cat
ID: 292969932, Name: From the Vault: Kawaii Cat 
ID: 292970740, Name: From the Vault: Dozens of Dinosaurs
ID: 29345958, Name: Vuvuzela
ID: 2936947382, Name: Gear of Mystery
ID: 29532089, Name: Keith's Vengeance Launcher
ID: 29532138, Name: Bloxxy Radar
ID: 295460073, Name: Plunger Launcher
ID: 295460702, Name: Super Slash Cat Claws
ID: 295461517, Name: Viridian Katana
ID: 298085284, Name: Personal Rocketship
ID: 298087401, Name: Fusion Gatling Blaster
ID: 29939404, Name: Hot Dog
ID: 29939404, Name: Hot Dog 
ID: 300410436, Name: Deluxe Mechatronic Spider
ID: 302030998, Name: Vampire Hunter's Crossbow
ID: 302063713, Name: Dark Skeleton Scythe
ID: 302280931, Name: Spider Morning Star
ID: 302281291, Name: Tarantula Pet
ID: 30392263, Name: Decoy Deploy
ID: 30393548, Name: Grapple Hook
ID: 304719869, Name: 10/9 - Zombie Escape Scooter
ID: 304720206, Name: Zombie Penguin Attack Horde
ID: 304720496, Name: Zombie Crossbow
ID: 304721834, Name: Zombie Protest Sign
ID: 306163602, Name: Overseer Spider Mount
ID: 30649735, Name: Magnificent Magenta Paintball Gun
ID: 306971294, Name:  Bat Scythe
ID: 306971294, Name: Bat Scythe
ID: 306971659, Name: Skeleton Slashers
ID: 30847733, Name: Vine Staff
ID: 30847746, Name: Trident
ID: 30847779, Name: Magic Ninja
ID: 3130875522, Name: Godzilla Companion
ID: 31314849, Name: Barrel O' Monkeys
ID: 31314931, Name: Epicsauce
ID: 31314966, Name: US Military Top Secret Experimental Jetpack
ID: 313547087, Name: Flying Vacuum
ID: 313547345, Name: Halloween Throwing Stars
ID: 31532496, Name: Whoopee Cushion
ID: 315565799, Name: Electrowarrior Boomerang
ID: 315573586, Name: Halloween Bow and Arrow
ID: 315617026, Name: Dual Monster Axes
ID: 317592936, Name: Pirate Throwing Axes
ID: 317593132, Name: Big Stick
ID: 31839203, Name: Formula R Remote Control Car
ID: 31839260, Name: 8-Bit Throwing Barrel
ID: 31839337, Name: Torch
ID: 31839411, Name: Fire Extinguisher
ID: 319656339, Name: Cuddly Cat
ID: 319656563, Name: Dual Axe Monsters
ID: 321345839, Name: Neon Nate: The Horse Lord
ID: 321582427, Name: Lightning Horn of the Heavens
ID: 323192649, Name: Tone's Water Polo Ball
ID: 32353654, Name: Moonwalk Dance Potion
ID: 32355966, Name: Winsome Wizard Wand
ID: 325758098, Name: Bigfoot Boarder's Board
ID: 327365543, Name: Rocket Sled
ID: 32858586, Name: Frostbrand
ID: 32858741, Name: Staff of Crimson Chaos Fire
ID: 329021959, Name: Theodore
ID: 330296114, Name: Christmas Tree Launcher
ID: 330296266, Name: Flying Reindeer
ID: 332747874, Name: Polar Mount
ID: 332748371, Name: Festive Dueling Piano
ID: 33382537, Name: Slingshot
ID: 33382711, Name: Staff of Gloomy Grip
ID: 33383241, Name: Remote Mine
ID: 334177905, Name: Blobby
ID: 335085355, Name: Overseer Smashing Hammer
ID: 335086410, Name: Dual Spec Gamma Biograft Energy Sword
ID: 335086410, Name: Dual Spec Gamma Biograft Energy Sword 
ID: 335132838, Name: Navy Convertible
ID: 336370943, Name: Laser Gun of Tomorrow
ID: 336371164, Name: Retro Shrink Ray
ID: 33683368, Name: Bugle
ID: 33732371, Name: Gork, Your Caveman Shoulder Friend
ID: 33866728, Name: Drum Kit
ID: 33866846, Name: Gravitational Radiation Hammer v0.01
ID: 33867016, Name: Hand Cannon
ID: 33867401, Name: The Adventures of Noob Boy: Part 1
ID: 341108783, Name: DarkAge Kunai
ID: 341109697, Name: DarkAge Shuriken
ID: 342869414, Name: BLOXY 2015
ID: 343586214, Name: Rainbow Laser Blaster
ID: 343587237, Name: Personal Fighter Jets
ID: 34398653, Name: ROBLOX Grab Bag
ID: 34398938, Name: Birthday Pinata
ID: 34399318, Name: Cupcake Launcher
ID: 34399428, Name: Confetti Cannon
ID: 3459922232, Name: 8-Bit Wizarding Staff
ID: 346685995, Name: Alpaca Mount
ID: 346687267, Name: Green Elf Bow
ID: 346687565, Name: Blue Speedster
ID: 34870758, Name: Wormhole Tunneler
ID: 34898883, Name: Positronic Platform Producer
ID: 34901961, Name: Gravity Gun
ID: 35200756, Name: BuildColorTest
ID: 35293856, Name: Atomizer
ID: 35366155, Name: Hypnocannon
ID: 356212121, Name: Steampunk Attack Birds
ID: 356213216, Name: Gearworks Sword
ID: 356213494, Name: Steampunk Bow and Arrow
ID: 35682284, Name: Scepter of Divine Indignation
ID: 35683911, Name: Wall Walker
ID: 35684857, Name: Fortune Cookie
ID: 357837444, Name: Initiate of Glorious Flight Magic Staff
ID: 359178822, Name: Orinthian Winged Jet Pack
ID: 359179120, Name: Midnight Motorcycle
ID: 359179463, Name: Year of the Monkey Lantern
ID: 359244394, Name: Guitar of Rock Excellence
ID: 36017373, Name: BuildCloneTest
ID: 361950297, Name: 8-Bit Sword
ID: 361950795, Name: Golden Roped
ID: 36334760, Name: BuildGroupDragger
ID: 36431591, Name: BuildInsert
ID: 365642085, Name: Frozen Blue Ice Crossbow
ID: 365674685, Name: Sword of the Epicblueness
ID: 36784258, Name: Zombie Friend Fred
ID: 37347081, Name: Acursed Mummy Hand of Head Shot
ID: 37347098, Name: Witch Wand
ID: 37347141, Name: Jumpin' Jack's Trick And Treat Bag
ID: 375829909, Name: 01010010 Enforcer Sword 
ID: 375832969, Name: Hiro the Hero Dual Swords
ID: 37816777, Name: Ghostwalker
ID: 37821996, Name: Riddling Skull Sword
ID: 3798370428, Name: Ren the Red Fox Ranger Bow
ID: 380204314, Name: Lucky Throwing Axes
ID: 380210977, Name: Leprachaun Potion
ID: 380210977, Name: Leprechaun Potion
ID: 38326803, Name: Tribal Spear
ID: 38327125, Name: Wizard Orb
ID: 383609201, Name: Champion Egg Beater Sword
ID: 385780758, Name: Brown Bunny Accoutrement
ID: 387285940, Name: Bunny Moto
ID: 39258329, Name: ROBAR eXtreme Chocolate Crunch
ID: 395205954, Name: Korblox Ice Dragon
ID: 398122908, Name: Robloxian Battle Shield
ID: 398675172, Name: Red Rolling Hoverboard
ID: 401277404, Name: Trophy of Participation 2016
ID: 402304782, Name: Crimsonwrath: The Red Wrath
ID: 402305186, Name: Nonmagic Carpet
ID: 40493542, Name: Sword of the Autumnal Winds
ID: 40493590, Name: Cherry Pie
ID: 40493658, Name: Blueberry Pie
ID: 40504724, Name: Turkey Cannon
ID: 405996670, Name: Deep Sea Explorer Octopus
ID: 409745306, Name: Sword of the Epicredness
ID: 413200176, Name: Unlucky Launcher
ID: 41457484, Name: Latke
ID: 41457719, Name: Chocolate Gelt
ID: 416846710, Name: Epic Golden Sword and Shield
ID: 41855117, Name: Battle Sleighs!
ID: 419240423, Name: Dory Hieroglyph 
ID: 420160506, Name: Deadly Laser Vision Polar Bear Mount
ID: 420161128, Name: Pogo Stick
ID: 42200159, Name: Sno-Fuse Bomb
ID: 42321801, Name: Hot Chocolate
ID: 424700938, Name: BFG Gobblefunk Dictionary
ID: 425120575, Name: One Man Band
ID: 425121415, Name: School's Out Launcher
ID: 42845609, Name: BB Gun
ID: 42845684, Name: Dusek Car
ID: 42845853, Name: Super Freeze Ray 2011
ID: 42845896, Name: Frost Potion
ID: 42847923, Name: Sword of the Winter Winds
ID: 430065768, Name: Deluxe Dance Ray
ID: 430066424, Name: Bunch of Balloons
ID: 431038614, Name: Sword of Glowing Hope
ID: 431045523, Name: Captain Party Pirate's Attack Parrot
ID: 43245080, Name: 2011 New Year's Fireworks
ID: 435116927, Name: Katana of the Golden Snake
ID: 439307591, Name: Fruity Pebbles Power Up
ID: 439988813, Name: Attack Ocelot
ID: 44084783, Name: Tomahawk
ID: 44115185, Name: Judge Underwood's Gavel
ID: 44115926, Name: Magical Umbrella
ID: 44116233, Name: Megaphone
ID: 445119186, Name:  .
ID: 445120580, Name: .
ID: 445127715, Name: .
ID: 445136641, Name: .
ID: 445150567, Name: Lincoln's Golden Rail Splitter
ID: 445151478, Name: 4th of July 2016 Fireworks
ID: 44561400, Name: Shrunken Head
ID: 44561450, Name: An Elegant Blade
ID: 450565762, Name: Attack Raccoon
ID: 450566409, Name: Summer Hang Glider
ID: 45094376, Name: Saxophone
ID: 45177979, Name: Sledge Hammer
ID: 45201977, Name: First Aid Kit
ID: 454733927, Name: MonStar
ID: 45513203, Name: Star Hammer
ID: 456221232, Name: Party Blaster Paint Gun
ID: 456226536, Name: Merely's Pink Sparkle Time Hoverboard
ID: 45754061, Name: Microphone
ID: 45941397, Name: Fire Breathing Dragon Friend
ID: 45941451, Name: Danceblaster 7000
ID: 460099901, Name: Anti-Gravity Acorn
ID: 46132907, Name: Checkerboard Sword
ID: 461488745, Name: Flaming Orb of Divine Pain
ID: 461489128, Name: Wizard Flight Spell
ID: 462180517, Name: Trophy of Participation 2016
ID: 46360821, Name: Penguin Potion
ID: 46360870, Name: Ice Axe
ID: 46360920, Name: Mackerel
ID: 46362414, Name: Ice Potion
ID: 467137230, Name: Spinning Robot Helmet
ID: 467138029, Name: Robot Dance Gun
ID: 46846024, Name: Katana of Destiny
ID: 46846074, Name: Ninja Darts
ID: 46846115, Name: Ninja Jump Potion
ID: 46846246, Name: Panda Friend
ID: 472607336, Name: Turtle Backpack
ID: 472607575, Name: Horde of Attack Crabs
ID: 47262108, Name: Kunai
ID: 47262951, Name: Bo Staff
ID: 47597835, Name: Ninja Blink Potion
ID: 4771622762, Name: Eggveloper Cannon 9002
ID: 477910063, Name: Deluxe Rainbow Magic Carpet
ID: 477911027, Name: Rainbow Disco Hyperbike with Sidecar
ID: 478707595, Name: All-Seeing Golem's Hammer
ID: 47871597, Name: Attrition Blade
ID: 47871615, Name: Guitarmy
ID: 47871635, Name: Sonic Boom Tuba
ID: 48159648, Name: Pirate Lieutenant's Cutlass
ID: 48159731, Name: Spring Sword of Growth
ID: 483308034, Name: Overseer Warlord's Sword
ID: 483899693, Name: Viridian Hoverboard
ID: 48395736, Name: Knight's Elder Blade
ID: 48596305, Name: Confusoray 672
ID: 48596324, Name: Levitating Staff of the Cosmos
ID: 48596336, Name: Subspace Debonair Disguise
ID: 48847374, Name: Positronic Arm Cannon
ID: 489196923, Name: Xanwood Katana
ID: 49052638, Name: Deputy Bobby's Cowboy Boots
ID: 492854717, Name: Slime Potion
ID: 49491716, Name: Princess Mischief's Wand
ID: 49491736, Name: Dracovin Spell Book
ID: 49491781, Name: Staff of Celestial Light
ID: 498752334, Name: Paper Ninja Stars
ID: 498752764, Name: Flying Carpet of Books
ID: 49929724, Name: Knights of Redcliff: Battle Axe
ID: 49929746, Name: Knights of Redcliff: Morning Star
ID: 49929767, Name: Knights of Redcliff: Sword and Shield
ID: 49929776, Name: Knights of Redcliff: Bow and Arrow
ID: 503955938, Name: Advanced Exploding Lab Table
ID: 503957396, Name: Deluxe Coil Gun
ID: 503957703, Name: Deluxe Slime Ray
ID: 50454041, Name: Magic Carrot
ID: 50454086, Name: Egg Fuse Bomb
ID: 507797529, Name: 8-Bit Skateboard 
ID: 50937815, Name: Atmoblaster 777
ID: 50937815, Name: Atomblaster 777
ID: 50938746, Name: Fermion Blade
ID: 511930668, Name: Zoom Broom 5000
ID: 51302649, Name: Knights of the Splintered Sky: Sword and Shield
ID: 51346336, Name: Ninja Sai
ID: 51346471, Name: Twin Kodachi
ID: 51347716, Name: Noble RedCliff Eagle
ID: 515688568, Name: Pumpkin Launcher
ID: 51757126, Name: Korblox: Spiked Arm Bracer
ID: 51757158, Name: Korblox: Tripmine
ID: 51757162, Name: Korblox: Berserker's Claymore
ID: 517827255, Name: Double-Bladed Scythe
ID: 517827962, Name: Mr. Whiskers
ID: 517827962, Name: Mr. Whiskers 
ID: 52180858, Name: Footbag
ID: 52180863, Name: Flute
ID: 52180871, Name: Remote Controlled Monster Truck
ID: 52180878, Name: Ultimate Slide Skateboard
ID: 521925833, Name: Trophy of Participation 2016
ID: 522586178, Name: Zombie Attack Bunny
ID: 522587921, Name: Zombie STOPing Axe
ID: 52625733, Name: Merica Airwalker
ID: 52625744, Name: Picnic Basket
ID: 52627419, Name: Basketball
ID: 527383094, Name: Sir Scaresalot
ID: 527384527, Name: Mostly Ghostly Potion
ID: 53130850, Name: Brighteyes' Sparkling Shillelagh
ID: 53130850, Name: Brighteyes's Sparkling Shillelagh 
ID: 53130867, Name: JediTkacheff's DeathStar
ID: 53130896, Name: HotThoth's Voodoo Doll
ID: 532254782, Name: Sword of the Eternal Abyss
ID: 535104095, Name: Neon Ninja's Katana
ID: 53623248, Name: Builderman's Hammer of Shimmering Light
ID: 53623295, Name: Njay's Web Blaster
ID: 53623295, Name: Njay's Web Blaster 
ID: 53623322, Name: Sorcus' Sword of Judgement
ID: 53623350, Name: Telamon's Foe Hammer
ID: 536288166, Name: Silver Monkey
ID: 537374622, Name: Old Timey Hot Air Balloon
ID: 537435862, Name: Pua
ID: 537435862, Name: Pua 
ID: 537436448, Name: Moana’s Paddle
ID: 53917288, Name: Walrus
ID: 54130537, Name: Seashell Snare
ID: 54130543, Name: Sword Fish
ID: 54130559, Name: Poseidon's Quake Trident
ID: 542184488, Name: 8-Bit Duck Friend
ID: 542755101, Name: 8-Bit Blaster
ID: 54694324, Name: Saw Sword
ID: 54694334, Name: Vilethorn
ID: 549914420, Name: Razor Sharp Looks
ID: 549915884, Name: Disguise-to-Go Watch
ID: 55027987, Name: BuildConfiguration
ID: 55028088, Name: stampbuild
ID: 55194474, Name: Dragonfire Sword
ID: 55301897, Name: Baseball Bat
ID: 553937189, Name: Pizza Kunai
ID: 55917409, Name: Knights of the Splintered Skies: Morning Star
ID: 55917420, Name: Knights of the Splintered Skies: Hydrian Elixir
ID: 55917429, Name: Knights of the Splintered Skies: Bow and Arrow 
ID: 55917432, Name: Knights of the Splintered Skies: Ballista
ID: 563287969, Name: Deep Space Raygun
ID: 563288952, Name: Rocket Boots
ID: 56561570, Name: Confusion's Cauldron
ID: 56561579, Name: Dark Spellbook of the Forgotten
ID: 56561593, Name: Potion of the Fiery Fists
ID: 56561607, Name: Dracovin's Wand
ID: 569676258, Name: Candy Cane Bow
ID: 569678090, Name: Present Launcher
ID: 57229313, Name: Bug Juice
ID: 57229337, Name: Instamatic Tent
ID: 57229357, Name: Paper Sword
ID: 57902859, Name: Ice Cream
ID: 57902997, Name: Bongos
ID: 57983532, Name: Volleyball
ID: 579868200, Name: Dog Man Unleashed Virtual Book
ID: 583159170, Name: Orbital Violin: Deep Freeze
ID: 58574416, Name: Wild West Sarsaparilla
ID: 58574445, Name: ROBLOX Portable Game System (RPGS)
ID: 58574452, Name: Go Fish
ID: 58880579, Name: RotateTool
ID: 59190534, Name: Statue Staff of Stony Justice
ID: 59190543, Name: Azurewrath's Return
ID: 59805584, Name: Korblox Krossbow
ID: 59806354, Name: Korblox Evil Eye
ID: 59848474, Name: Korblox Deathspeaker's Spell Book
ID: 59848509, Name: Korblox Battlefield Trap
ID: 602146440, Name: Pizza Sword
ID: 60357972, Name: Flaming Hedgehog Cannon
ID: 60357982, Name: Guitar Sword
ID: 60357989, Name: Silly Stilts
ID: 60678464, Name: Metal Guitar of Awesomeness
ID: 60888200, Name: DarkAge Ninjas: SunFire Scroll
ID: 60888225, Name: DarkAge Ninjas: Ninja Kitteh
ID: 60888308, Name: DarkAge Ninjas: Combat Potion
ID: 610133129, Name: Fire Breathing Friend
ID: 610133821, Name: Flying Dragon 
ID: 61459592, Name: Ne'Kotikoz Incarnate
ID: 61459678, Name: Ne'Kotikoz Phaser
ID: 61459706, Name: Staff of Shifting Polarity
ID: 61916108, Name: Orb Crystal Launcher
ID: 61916132, Name: ROBLOXIAN Healing Orb
ID: 61916137, Name: Chameleon Potion
ID: 621090617, Name: Robot Rock Guitar
ID: 62350846, Name: Chief Guardsman Spear
ID: 62350856, Name: Ghostfire Dagger
ID: 62350883, Name: Sword of Ancalagon 
ID: 62803165, Name: Trick or Treat Bag 2011
ID: 62803186, Name: Trollin' Pumpkin
ID: 629893424, Name: Bombastic Sword
ID: 63253701, Name: Skelefriend
ID: 63253706, Name: Fiery Bone Trap
ID: 635636907, Name: Galactic Soldier's Raygun
ID: 63721711, Name: Accursed Vampire Bat Hand
ID: 638034686, Name: Snowball Gloves
ID: 639343572, Name: Plunger Bow and Arrow
ID: 639345143, Name: Galactic Green Blaster
ID: 64160547, Name: Ghost Hoverboard
ID: 64220952, Name: Ghostfire Throwing Daggers
ID: 64372667, Name: Skull Gladius - a CVS exclusive item
ID: 64447616, Name: Poisoned Apple
ID: 64735604, Name: Zombie Slayer
ID: 64869906, Name: Captain McGee's Throwin' Axe: A CVS Exclusive Item
ID: 65079094, Name: Retro Candy
ID: 65082246, Name: Elixir of Dreams
ID: 65469882, Name: Fist of Schoolage - Level Up Exclusive
ID: 65545955, Name: Dance Grenade
ID: 65545971, Name: Mega Annoying Megaphone
ID: 65546284, Name: Shuriken of the Clan of the Crescent Moon
ID: 65954788, Name: Redsteel Ranger Ray Gun- A Gamestop Exclusive
ID: 65969704, Name: Turkey's Vengeance Sword
ID: 65969749, Name: Deluxe Pumpkin Pie
ID: 65969758, Name: Native Bow and Arrow
ID: 65979823, Name: Magical Turkey Wand
ID: 66416602, Name: ??
ID: 66416616, Name: Zeus's Lightning Bolt Staff
ID: 66426103, Name: Gamaboi
ID: 66426103, Name: Gamaboi 
ID: 66426498, Name: Kami Potion
ID: 66896542, Name: Annoying Elf: Ostrichsized
ID: 66896638, Name: Roblox Snowglobe 2011
ID: 674103772, Name: Experimental Jetpack 
ID: 67494312, Name: Annoying Elf: ReeseMcBlox
ID: 67747912, Name: Heat Seeking Missile Launcher
ID: 67755192, Name: Santa's Sleigh
ID: 67755215, Name: Snowman Cannon
ID: 67798397, Name: Annoying Elf: Finsurf
ID: 67998086, Name: Rising Sun Katana
ID: 68354853, Name: Annoying Elf: Keith
ID: 68478587, Name: Tempest Blades
ID: 68539623, Name: Korblox Sword and Shield
ID: 68603151, Name: All-Seeing Sentry
ID: 686806111, Name: Brainy Smurf
ID: 68848741, Name: Spectral Sword of Illusions
ID: 69209924, Name: R80 Launcher - A Walmart Exclusive!
ID: 69210321, Name: Hades Staff of Darkness - A Gamestop Exclusive
ID: 69210407, Name: Remote Control Plane
ID: 69499437, Name: Azure Periastron Alpha
ID: 69567827, Name: Zephanon Phaser and Shield
ID: 69567879, Name: Dark Alien Hatchling
ID: 698862470, Name: Big Bug Net
ID: 69947367, Name: Knights of the Seventh Sanctum : Dual Duel Axes
ID: 69947379, Name: Illuminating Spear of Revengeance
ID: 69964719, Name: Trololololo Wand
ID: 70032387, Name: Catapult
ID: 70476425, Name: Dragonshead Cannon
ID: 70476451, Name: Year of the Dragon Lantern
ID: 71037028, Name: Flying Magic Carpet
ID: 71037056, Name: Magic Lamp
ID: 71037076, Name: Arabian Knight Scimitar
ID: 71037101, Name: Dagger of Shattered Dimensions
ID: 71597027, Name: The Sea's Revenge
ID: 71597060, Name: Captain Steelshanks Recruiting Staff
ID: 71597072, Name: Creepy Zombie Monkey
ID: 718245473, Name: TechnoWizard Staff
ID: 718258183, Name: Attack Racket
ID: 718259118, Name: Speedy Cleats
ID: 72069827, Name: The Break Up
ID: 72644603, Name: High Five
ID: 72644644, Name: Quantum Entangler
ID: 72713855, Name: Gigantoform
ID: 728205177, Name: Spring Saber
ID: 728207067, Name: Bouquet of Pain Throwing Stars
ID: 73089190, Name: BuildDelete
ID: 73089204, Name: CloneTool
ID: 73089214, Name: BuildRotate
ID: 73089229, Name: RecentParts
ID: 73089239, Name: ConfigTool
ID: 73232786, Name: Flaming Dragon Slayer Bo Staff
ID: 73232803, Name: Dragon Slayers Sword and Shield
ID: 73265108, Name: Telamax xTreme Dual Shoulder Cannons
ID: 73799348, Name: The Axe of Undoing: A Walmart Exclusive
ID: 73829202, Name: RoMaze
ID: 73829214, Name: Atmoshocker
ID: 73888479, Name: Spikesplosion
ID: 738924664, Name: Carrot Slingshot
ID: 738925737, Name: Horde of Attack Chirps
ID: 743687369, Name: Green LAZER Hammer
ID: 743691009, Name: Blue LAZER Sword
ID: 743692189, Name: Skybound Gunblade
ID: 74385386, Name: Razevenge
ID: 74385399, Name: Remote Explosive Detonator
ID: 74385418, Name: Glory Launcher 2012
ID: 74385438, Name: Gravitron 3000
ID: 746686384, Name: Winged Magical Staff
ID: 746687364, Name: Mega Mallet
ID: 74904396, Name: Amazing Shrinking Elixir
ID: 74904413, Name: The Luck O' the Irish
ID: 74972442, Name: Leprechaun Friend
ID: 754869699, Name: Deluxe Pirate Hook
ID: 754871615, Name: Dual Wield Ninja Scythes
ID: 75550928, Name: Garbage Can Shield and Wooden Sword Set
ID: 75556791, Name: Duelling Glove
ID: 75906930, Name: Lobster
ID: 75941738, Name: Monster Friend
ID: 76170471, Name: Hedgehog Friend
ID: 76170515, Name: Alien Parasite
ID: 76170545, Name: Race the Sunset
ID: 76596269, Name: Long-Range Proton Crossbow
ID: 77443436, Name: Swordbreaker
ID: 77443491, Name: Sword of Darkness
ID: 78005009, Name: Blackhole Ray Gun
ID: 78005022, Name: Flak Cannon
ID: 78005082, Name: Sci-Fi MedVac 4300
ID: 78026639, Name: 1337 R0807
ID: 78367424, Name: Tiger Friend
ID: 78665196, Name: Katana of the Ninth Moon
ID: 78730532, Name: Body Swap Potion
ID: 790967234, Name: Ship in a Bottle
