id,name
ID: 174752553, Name: Civil War Artillery,174752553
ID: 163351579, Name: Killer Bee Launcher,163351579
ID: 18479357, Name: Boomerang,18479357
ID: 1060282245, Name: Forest Bow and Arrow,1060282245
ID: 69947367, Name: Knights of the Seventh Sanctum : Dual Duel Axes,69947367
ID: 2222652960, Name: Ornate Katana,2222652960
ID: 49929776, Name: Knights of Redcliff: Bow and Arrow,49929776
ID: 257342981, Name: Tiny Pony Stampede,257342981
ID: 122278149, Name: Ro-torcycle,122278149
ID: 114020538, Name: Astral Cloak of Transportation,114020538
ID: 33866728, Name: Drum Kit,33866728
ID: 380204314, Name: Lucky Throwing Axes,380204314
ID: 91360081, Name: Psychokinesis Glove,91360081
ID: 2568113462, Name: Dragonheart Bow,2568113462
ID: 233519998, Name: Bunny Ninja Master Sai,233519998
ID: 36784258, Name: Zombie Friend Fred,36784258
ID: 243791329, Name: Double Sword Punch,243791329
ID: 2014853976, Name: 4th of July Fireworks 2018,2014853976
ID: 114690870, Name: Dual Plungers,114690870
ID: 65082246, Name: Elixir of Dreams,65082246
ID: 59190534, Name: Statue Staff of Stony Justice,59190534
ID: 169602103, Name: Seranok's Rocket Jumper,169602103
ID: 88885268, Name: Discus 2012,88885268
ID: 75941738, Name: Monster Friend,75941738
ID: 201756469, Name: Smashing Guitar,201756469
ID: 105289761, Name: Beast Claws,105289761
ID: 10831509, Name: Knight's Sword,10831509
ID: 215355157, Name: Rainbow Disco Hyperbike,215355157
ID: 317592936, Name: Pirate Throwing Axes,317592936
ID: 97885572, Name: Emergency Rations,97885572
ID: 2620523875, Name: Moose Mount,2620523875
ID: 395205954, Name: Korblox Ice Dragon,395205954
ID: 67798397, Name: Annoying Elf: Finsurf,67798397
ID: 169602388, Name: Intern Racing Chair 2014,169602388
ID: 255800577, Name: Bombastic Katana,255800577
ID: 37821996, Name: Riddling Skull Sword,37821996
ID: 105351545, Name: Dragon's Blaze Sword,105351545
ID: 82358339, Name: Police Badge,82358339
ID: 139578207, Name: Tri-Laser 333,139578207
ID: 928805891, Name: Golden Rolling Hoverboard,928805891
ID: 2830533679, Name: Neon Tiger Mount,2830533679
ID: 2316760298, Name: Staff of Healing,2316760298
ID: 113299556, Name: Ultraviolet Laser Oculus,113299556
ID: 1645056094, Name: Bad Seed,1645056094
ID: 44561400, Name: Shrunken Head,44561400
ID: 104642700, Name: Gear suppressor 777,104642700
ID: 356213494, Name: Steampunk Bow and Arrow,356213494
ID: 42845896, Name: Frost Potion,42845896
ID: 32858586, Name: Frostbrand,32858586
ID: 236401511, Name: Flock of Attack Seagulls,236401511
ID: 88885481, Name: Military Dress Sword,88885481
ID: 173781053, Name: Bacon Launcher,173781053
ID: 420161128, Name: Pogo Stick,420161128
ID: 78005009, Name: Blackhole Ray Gun,78005009
ID: 335086410, Name: Dual Spec Gamma Biograft Energy Sword,335086410
ID: 130925426, Name: Super Tone Cape,130925426
ID: 160189871, Name: Ninja Claws,160189871
ID: 80576928, Name: Tee Shirt Cannon,80576928
ID: 157205782, Name: Steam Engine,157205782
ID: 101078524, Name: The Overseer's Bow,101078524
ID: 208659586, Name: Brilliant Throwing Knives,208659586
ID: 92142841, Name: Artemis Bow,92142841
ID: 66426498, Name: Kami Potion,66426498
ID: 168142620, Name: Boxing Glove Launcher,168142620
ID: 56561593, Name: Potion of the Fiery Fists,56561593
ID: 1230024287, Name: Instant Snowman,1230024287
ID: 50938746, Name: Fermion Blade,50938746
ID: 306163602, Name: Overseer Spider Mount,306163602
ID: 109583822, Name: Leprechaun Harp,109583822
ID: 346687267, Name: Green Elf Bow,346687267
ID: 158069071, Name: Rainbow Katana,158069071
ID: 1320966824, Name: Dragon Companion,1320966824
ID: 47871597, Name: Attrition Blade,47871597
ID: 84012460, Name: Fluffy Unicorn,84012460
ID: 1492225511, Name: Throwing Bolts,1492225511
ID: 1180417820, Name: Neon Laser Launcher,1180417820
ID: 62350846, Name: Chief Guardsman Spear,62350846
ID: 91360052, Name: Suit Up Gun,91360052
ID: 1103012605, Name: Spider Horde,1103012605
ID: 156467963, Name: Redcliff Ballista,156467963
ID: 190094270, Name: Ridable Raptor,190094270
ID: 142498104, Name: Hockey Stick,142498104
ID: 172246820, Name: Paint Grenade,172246820
ID: 1609498185, Name: Red Laser Scythe,1609498185
ID: 113299590, Name: Orbital Piano Strike,113299590
ID: 63721711, Name: Accursed Vampire Bat Hand,63721711
ID: 100472084, Name: Agent 99's Laser Goggles,100472084
ID: 76170471, Name: Hedgehog Friend,76170471
ID: 24659699, Name: Magic Dragon,24659699
ID: 53623322, Name: Sorcus' Sword of Judgement,53623322
ID: 86494914, Name: Dual Katanas of the DarkAge Clan,86494914
ID: 24015579, Name: Pot Of Gold,24015579
ID: 68539623, Name: Korblox Sword and Shield,68539623
ID: 2605966484, Name: Breath of Ice,2605966484
ID: 174752245, Name: Silver Crossbow,174752245
ID: 170902990, Name: Mad Morning Star,170902990
ID: 176087466, Name: Zebra Laser Gun,176087466
ID: 188643628, Name: Killer Whale Launcher,188643628
ID: 356212121, Name: Steampunk Attack Birds,356212121
ID: 79446395, Name: Toxic Goo Trap,79446395
ID: 2535102910, Name: R0b0-Penguin,2535102910
ID: 226206639, Name: Spring-loaded Jumping Stilts,226206639
ID: 206136361, Name: Prehistoric Piercing Blade,206136361
ID: 68848741, Name: Spectral Sword of Illusions,68848741
ID: 59848474, Name: Korblox Deathspeaker's Spell Book,59848474
ID: 15470222, Name: Gridiron Guitar,15470222
ID: 124126528, Name: Seranok's Golden Chalice of Fame,124126528
ID: 59805584, Name: Korblox Krossbow,59805584
ID: 420160506, Name: Deadly Laser Vision Polar Bear Mount,420160506
ID: 63253701, Name: Skelefriend,63253701
ID: 19703476, Name: Yellow Snowball,19703476
ID: 56561607, Name: Dracovin's Wand,56561607
ID: 553937189, Name: Pizza Kunai,553937189
ID: 1241156683, Name: Swordfish Sword,1241156683
ID: 48847374, Name: Positronic Arm Cannon,48847374
ID: 69210407, Name: Remote Control Plane,69210407
ID: 14516975, Name: Super-G LS33 Disruptor,14516975
ID: 1829110586, Name: Ferocious Mr. Fox,1829110586
ID: 97885289, Name: Trip Wire,97885289
ID: 46846024, Name: Katana of Destiny,46846024
ID: 450566409, Name: Summer Hang Glider,450566409
ID: 99119261, Name: Winter Snow Sled,99119261
ID: 186958653, Name: Frozen Flail,186958653
ID: 532254782, Name: Sword of the Eternal Abyss,532254782
ID: 583159170, Name: Orbital Violin: Deep Freeze,583159170
ID: 116055112, Name: Ogre Friend,116055112
ID: 47262951, Name: Bo Staff,47262951
ID: 174752400, Name: Roman Catapult,174752400
ID: 277955084, Name: Mind Controlled Lasers,277955084
ID: 104642522, Name: Roped,104642522
ID: 90220438, Name: Deluxe Hook Shot,90220438
ID: 117498775, Name: Beehive,117498775
ID: 163348758, Name: Victrola,163348758
ID: 204095724, Name: Monster Fierce Basher,204095724
ID: 1033137155, Name: Deluxe Green Roped,1033137155
ID: 27860496, Name: Nova Wand,27860496
ID: 64220952, Name: Ghostfire Throwing Daggers,64220952
ID: 54694334, Name: Vilethorn,54694334
ID: 71037056, Name: Magic Lamp,71037056
ID: 332748371, Name: Festive Dueling Piano,332748371
ID: 89491407, Name: Zombie Grip Bomb,89491407
ID: 183355817, Name: Speedy Shoes,183355817
ID: 88146497, Name: Clown Bomb,88146497
ID: 119101643, Name: Cool Story Air Conditioner,119101643
ID: 70476425, Name: Dragonshead Cannon,70476425
ID: 2409286506, Name: Bat-tle Axe,2409286506
ID: 302281291, Name: Tarantula Pet,302281291
ID: 76170515, Name: Alien Parasite,76170515
ID: 12909278, Name: Banjo,12909278
ID: 1241587075, Name: Personal Plane,1241587075
ID: 431038614, Name: Sword of Glowing Hope,431038614
ID: 33866846, Name: Gravitational Radiation Hammer v0.01,33866846
ID: 1903663829, Name: Ultimate Summer Soaker,1903663829
ID: 74385418, Name: Glory Launcher 2012,74385418
ID: 1117745433, Name: Giant Kaiju Arms,1117745433
ID: 118281463, Name: Land Shark Shooter,118281463
ID: 40493542, Name: Sword of the Autumnal Winds,40493542
ID: 52625733, Name: Merica Airwalker,52625733
ID: 186868641, Name: Snow and Arrow,186868641
ID: 228589017, Name: Boss Bunny Bow and Arrow,228589017
ID: 74904413, Name: The Luck O' the Irish,74904413
ID: 1990279115, Name: Great White Mount,1990279115
ID: 11999279, Name: XLS Mark II Pulse Laser Pistol,11999279
ID: 64160547, Name: Ghost Hoverboard,64160547
ID: 33382711, Name: Staff of Gloomy Grip,33382711
ID: 61916132, Name: ROBLOXIAN Healing Orb,61916132
ID: 62350856, Name: Ghostfire Dagger,62350856
ID: 52180863, Name: Flute,52180863
ID: 1046322934, Name: Megagavel,1046322934
ID: 33867016, Name: Hand Cannon,33867016
ID: 22971409, Name: Nuclear Winter Icicle Gun,22971409
ID: 75556791, Name: Duelling Glove,75556791
ID: 102705402, Name: Super Freeze Cannon,102705402
ID: 97161262, Name: Booster Gloves,97161262
ID: 53623295, Name: Njay's Web Blaster,53623295
ID: 183355969, Name: Metal Fists,183355969
ID: 467137230, Name: Spinning Robot Helmet,467137230
ID: 13841367, Name: Ninja Guitar,13841367
ID: 304720206, Name: Zombie Penguin Attack Horde,304720206
ID: 16987194, Name: Cursed Mummy Friend,16987194
ID: 61459678, Name: Ne'Kotikoz Phaser,61459678
ID: 42845684, Name: Dusek Car,42845684
ID: 188644205, Name: Rapid Fire Snowflakes Shuriken,188644205
ID: 472607575, Name: Horde of Attack Crabs,472607575
ID: 503955938, Name: Advanced Exploding Lab Table,503955938
ID: 537374622, Name: Old Timey Hot Air Balloon,537374622
ID: 321345839, Name: Neon Nate: The Horse Lord,321345839
ID: 1304339797, Name: Giant Ninja Star,1304339797
ID: 53130896, Name: HotThoth's Voodoo Doll,53130896
ID: 2620521684, Name: Fireball Spell,2620521684
ID: 858740936, Name: Robo Arm Cannon,858740936
ID: 34870758, Name: Wormhole Tunneler,34870758
ID: 169602010, Name: Merely's Web Slinger,169602010
ID: 503957396, Name: Deluxe Coil Gun,503957396
ID: 96669943, Name: Spartan Sword and Shield,96669943
ID: 88885497, Name: S-79 Speed Stunter,88885497
ID: 22960435, Name: Protest Sign: Noobs,22960435
ID: 1560608167, Name: Inflatable Sword,1560608167
ID: 212296400, Name: Magician's Cloak,212296400
ID: 174752186, Name: The Sword of Shai,174752186
ID: 416846710, Name: Epic Golden Sword and Shield,416846710
ID: 173812248, Name: Staff of Double Disasters,173812248
ID: 1117743696, Name: Anti-Vampire Stake,1117743696
ID: 1469850646, Name: Director's Clapboard,1469850646
ID: 48596336, Name: Subspace Debonair Disguise,48596336
ID: 121385230, Name: Stinky Underwear Launcher,121385230
ID: 62803186, Name: Trollin' Pumpkin,62803186
ID: 32858741, Name: Staff of Crimson Chaos Fire,32858741
ID: 1990272438, Name: Wyldfang the Brave Companion,1990272438
ID: 93536785, Name: Zombie Axe,93536785
ID: 1678314358, Name: Crystal Blade: Amethyst Attack,1678314358
ID: 141759818, Name: Sleep Wand,141759818
ID: 300410436, Name: Deluxe Mechatronic Spider,300410436
ID: 151311761, Name: jmargh's Arm Cannon,151311761
ID: 53623350, Name: Telamon's Foe Hammer,53623350
ID: 60357972, Name: Flaming Hedgehog Cannon,60357972
ID: 83021197, Name: RC Tank,83021197
ID: 21294489, Name: Jade Katana of the Darkest Forest,21294489
ID: 60357982, Name: Guitar Sword,60357982
ID: 456226536, Name: Merely's Pink Sparkle Time Hoverboard,456226536
ID: 18481407, Name: Bronze Khopesh,18481407
ID: 243788599, Name: Hedgehog Horde,243788599
ID: 47871635, Name: Sonic Boom Tuba,47871635
ID: 161230469, Name: Watermelon Launcher,161230469
ID: 718259118, Name: Speedy Cleats,718259118
ID: 127506364, Name: Knights of Redcliff: Deluxe Sword and Shield Set,127506364
ID: 149612243, Name: Sword of Unvanquished Snakes,149612243
ID: 28671909, Name: Yellow Card,28671909
ID: 236403905, Name: Sinister Korblox Wings,236403905
ID: 204095612, Name: Bejeweled Sword of Great Fury,204095612
ID: 61459706, Name: Staff of Shifting Polarity,61459706
ID: 972189904, Name: Future Hammer,972189904
ID: 163353363, Name: Breakfast Gun,163353363
ID: 65969704, Name: Turkey's Vengeance Sword,65969704
ID: 292969458, Name: From the Vault: Alligator Plushie,292969458
ID: 2569022418, Name: Twin Space Pistols,2569022418
ID: 35682284, Name: Scepter of Divine Indignation,35682284
ID: 904534058, Name: Marshmallow Shooter,904534058
ID: 121385328, Name: Super Strong Man,121385328
ID: 78005022, Name: Flak Cannon,78005022
ID: 383609201, Name: Champion Egg Beater Sword,383609201
ID: 1088051790, Name: Skele-chucks,1088051790
ID: 128162639, Name: Emerald Knights of the Seventh Sanctum Spellbook,128162639
ID: 18210455, Name: Four-In-A-Row,18210455
ID: 2620420065, Name: Snow Wolf Companion,2620420065
ID: 116040828, Name: ROBLOX World Tour Hot Air Balloon,116040828
ID: 35366155, Name: Hypnocannon,35366155
ID: 223785065, Name: Korblox Ice Claws,223785065
ID: 1046323916, Name: Motherboard Sword,1046323916
ID: 160189629, Name: DarkAge Bo Staff,160189629
ID: 98346415, Name: Carnagecopia,98346415
ID: 48159648, Name: Pirate Lieutenant's Cutlass,48159648
ID: 31839203, Name: Formula R Remote Control Car,31839203
ID: 156467855, Name: Korblox Bone Mace,156467855
ID: 49052638, Name: Deputy Bobby's Cowboy Boots,49052638
ID: 44561450, Name: An Elegant Blade,44561450
ID: 22152171, Name: Ceramic Potion,22152171
ID: 2190016098, Name: Above Top Secret Jetpack,2190016098
ID: 126704033, Name: Chupacabra,126704033
ID: 71037101, Name: Dagger of Shattered Dimensions,71037101
ID: 33383241, Name: Remote Mine,33383241
ID: 10760425, Name: Staff of Sparks,10760425
ID: 116693735, Name: Fang Of Anansi,116693735
ID: 192537346, Name: Penguin Shooter,192537346
ID: 154727201, Name: Exploding Lab Table,154727201
ID: 91445669, Name: September Promo Placeholder,91445669
ID: 431045523, Name: Captain Party Pirate's Attack Parrot,431045523
ID: 16200204, Name: Part Dragger,16200204
ID: 139586244, Name: Cloud 9 Snowboard,139586244
ID: 13206856, Name: Jungle Guitar,13206856
ID: 174418144, Name: CJJ’s Guide to Making Money,174418144
ID: 168142869, Name: Death Run 2 Shoes,168142869
ID: 154727487, Name: Evil Green Science Goo,154727487
ID: 278009025, Name: Interplanetary Fighter Sword,278009025
ID: 101854660, Name: 2013 Firework,101854660
ID: 2463675080, Name: Bigfoot Feet Slippers,2463675080
ID: 37347141, Name: Jumpin' Jack's Trick And Treat Bag,37347141
ID: 398122908, Name: Robloxian Battle Shield,398122908
ID: 37347098, Name: Witch Wand,37347098
ID: 1748600996, Name: The Unicorn Mace,1748600996
ID: 315565799, Name: Electrowarrior Boomerang,315565799
ID: 135949859, Name: Walking with Dinosaurs Speed Egg,135949859
ID: 64372667, Name: Skull Gladius - a CVS exclusive item,64372667
ID: 55027987, Name: BuildConfiguration,55027987
ID: 73089214, Name: BuildRotate,73089214
ID: 638034686, Name: Snowball Gloves,638034686
ID: 302030998, Name: Vampire Hunter's Crossbow,302030998
ID: 89488524, Name: Ghost Minion,89488524
ID: 179625551, Name: Haunted Pizza,179625551
ID: 19395497, Name: Fruitcake,19395497
ID: 743692189, Name: Skybound Gunblade,743692189
ID: 57229337, Name: Instamatic Tent,57229337
ID: 99174250, Name: Magic Snowman,99174250
ID: 40493658, Name: Blueberry Pie,40493658
ID: 47871615, Name: Guitarmy,47871615
ID: 4771622762, Name: Eggveloper Cannon 9002,4771622762
ID: 334177905, Name: Blobby,334177905
ID: 108158439, Name: Amerisword,108158439
ID: 2045764727, Name: Robo Blaster,2045764727
ID: 999865627, Name: Scrooge McDuck’s Sun Chaser Plane,999865627
ID: 1076255449, Name: Hulk Hands,1076255449
ID: 152823669, Name: Common Egg Compass 2014,152823669
ID: 1929592959, Name: Treacherous Throwing Knives,1929592959
ID: 83021236, Name: Starfish Shuriken,83021236
ID: 718245473, Name: TechnoWizard Staff,718245473
ID: 218634097, Name: Hover Roped,218634097
ID: 11895536, Name: Bloxilicious Bubble Gum,11895536
ID: 321582427, Name: Lightning Horn of the Heavens,321582427
ID: 65469882, Name: Fist of Schoolage - Level Up Exclusive,65469882
ID: 183704866, Name: Spook Launcher,183704866
ID: 215448210, Name: Mystical Griffin,215448210
ID: 163355764, Name: Rotten Rocky's Guitar,163355764
ID: 106701702, Name: Wizards of the Astral Isles: Limb Stretching Spell,106701702
ID: 67998086, Name: Rising Sun Katana,67998086
ID: 33867401, Name: The Adventures of Noob Boy: Part 1,33867401
ID: 834681176, Name: Red LAZER Sword,834681176
ID: 2008153361, Name: RDC Winner 2018 - Gold,2008153361
ID: 48596324, Name: Levitating Staff of the Cosmos,48596324
ID: 82711866, Name: Alien on a Rampage Book,82711866
ID: 61916108, Name: Orb Crystal Launcher,61916108
ID: 79446473, Name: Rail Runner 5000,79446473
ID: 880448457, Name: Beast Scythe,880448457
ID: 15973059, Name: Protest Sign: We'd Rather Have User GUIs Later...,15973059
ID: 1886281601, Name: Incredibles 2 Badge,1886281601
ID: 329021959, Name: Theodore,329021959
ID: 18479966, Name: Chakram,18479966
ID: 492854717, Name: Slime Potion,492854717
ID: 439988813, Name: Attack Ocelot,439988813
ID: 16433862, Name: Bat Sword,16433862
ID: 62803165, Name: Trick or Treat Bag 2011,62803165
ID: 1144845319, Name: Neon Star Fighter Blaster,1144845319
ID: 987005222, Name: Nerf Zombie Strike Dreadbolt,987005222
ID: 28492363, Name: RobloTim's Chavez Burrito,28492363
ID: 261826683, Name: Minions YTO Special,261826683
ID: 25923196, Name: Earth Day 2010 Seeds,25923196
ID: 536288166, Name: Silver Monkey,536288166
ID: 230729032, Name: Opened Chosen Basket of the Overseer,230729032
ID: 302063713, Name: Dark Skeleton Scythe,302063713
ID: 99199463, Name: Frost Blade,99199463
ID: 343587237, Name: Personal Fighter Jets,343587237
ID: 183826384, Name: Sword of the Lands,183826384
ID: 304720496, Name: Zombie Crossbow,304720496
ID: 65969749, Name: Deluxe Pumpkin Pie,65969749
ID: 96493688, Name: Autumn Shuriken - A Target Exclusive,96493688
ID: 405996670, Name: Deep Sea Explorer Octopus,405996670
ID: 42200159, Name: Sno-Fuse Bomb,42200159
ID: 76596269, Name: Long-Range Proton Crossbow,76596269
ID: 2008153855, Name: RDC First Runner Up 2018 - Silver,2008153855
ID: 243777016, Name: Flaming Staff of the Nefarious Red Wizard,243777016
ID: 51302649, Name: Knights of the Splintered Sky: Sword and Shield,51302649
ID: 257838919, Name: Heather’s Boots,257838919
ID: 85754656, Name: Tyrannosaurus,85754656
ID: 629893424, Name: Bombastic Sword,629893424
ID: 460099901, Name: Anti-Gravity Acorn,460099901
ID: 27312415, Name: Red Foam Finger,27312415
ID: 64447616, Name: Poisoned Apple,64447616
ID: 1230839551, Name: Ferdinand,1230839551
ID: 143517948, Name: Mr. Peabody & Sherman's WABAC Machine,143517948
ID: 94794774, Name: Crescendo, The Soul Stealer,94794774
ID: 402304782, Name: Crimsonwrath: The Red Wrath,402304782
ID: 21001552, Name: Insert Tool,21001552
ID: 66896638, Name: Roblox Snowglobe 2011,66896638
ID: 101191388, Name: Dual Illumina,101191388
ID: 327365543, Name: Rocket Sled,327365543
ID: 1208300973, Name: Rey’s Lightsaber,1208300973
ID: 63253706, Name: Fiery Bone Trap,63253706
ID: 15970544, Name: Harbinger of Fimbulwinter,15970544
ID: 435116927, Name: Katana of the Golden Snake,435116927
ID: 99254437, Name: Scython's ROBLOX Tablet,99254437
ID: 184757948, Name: Misfortune's Guardian Blade,184757948
ID: 110704033, Name: Badblox Hatchling - Hatched Egg of Duty,110704033
ID: 55028088, Name: stampbuild,55028088
ID: 48159731, Name: Spring Sword of Growth,48159731
ID: 37816777, Name: Ghostwalker,37816777
ID: 81154592, Name: Firebrand,81154592
ID: 24294400, Name: The Unstoppable,24294400
ID: 183665171, Name: Neon Throwing Stars,183665171
ID: 88870392, Name: Landmine,88870392
ID: 94119269, Name: Molecular Atomizer,94119269
ID: 103234296, Name: Redrune Raider,103234296
ID: 2291005315, Name: Rogue Bottington Steampunk Zapper,2291005315
ID: 193772607, Name: Korblox Hunter's Bow,193772607
ID: 190111117, Name: Shards in the Code: Season One - Episode 1,190111117
ID: 1016512413, Name: Tiger Warrior Club,1016512413
ID: 2548992615, Name: Sea Dragon,2548992615
ID: 160198363, Name: Dynamically Lit Sword,160198363
ID: 95484098, Name: Werewolf Claws,95484098
ID: 119917556, Name: Chalk Sword,119917556
ID: 1360078533, Name: Red Hover Roped,1360078533
ID: 2436000243, Name: Newt’s Magical Case,2436000243
ID: 96501454, Name: Lightning Bolt Sword- A Gamestop Exclusive,96501454
ID: 535104095, Name: Neon Ninja's Katana,535104095
ID: 2845969550, Name: Badimo Arm Cannon,2845969550
ID: 89487903, Name: Monster Axe,89487903
ID: 184757813, Name: Divine Guardian's Sword,184757813
ID: 2221406451, Name: Momo Companion,2221406451
ID: 128160832, Name: PE Whistle,128160832
ID: 108155504, Name: Hot Wheels Spin Shotz Disc,108155504
ID: 936703828, Name: Lance’s Energy Blaster,936703828
ID: 73089190, Name: BuildDelete,73089190
ID: 36017373, Name: BuildCloneTest,36017373
ID: 27854500, Name: Dance Potion,27854500
ID: 73089204, Name: CloneTool,73089204
ID: 153939226, Name: Wild Bunny Horde Attack,153939226
ID: 64735604, Name: Zombie Slayer,64735604
ID: 639343572, Name: Plunger Bow and Arrow,639343572
ID: 2413687523, Name: Dread Elder Warlock's Wand,2413687523
ID: 155662087, Name: Anchor Cannon,155662087
ID: 19703034, Name: Bag O Christmas Tree Seeds,19703034
ID: 152971952, Name: Opened Retro Egg Basket of I Has,152971952
ID: 261826406, Name: Cro-Minion Club,261826406
ID: 507797529, Name: 8-Bit Skateboard,507797529
ID: 16435306, Name: Protest: More Gear Nao,16435306
ID: 65969758, Name: Native Bow and Arrow,65969758
ID: 313547345, Name: Halloween Throwing Stars,313547345
ID: 12562495, Name: R-80,12562495
ID: 2010630652, Name: Virtual Book - Bad Guys,2010630652
ID: 346685995, Name: Alpaca Mount,346685995
ID: 2646379006, Name: Yeti Hunter Spear,2646379006
ID: 78665196, Name: Katana of the Ninth Moon,78665196
ID: 89203876, Name: Celestial Staff,89203876
ID: 342869414, Name: BLOXY 2015,342869414
ID: 152824068, Name: Rare Egg Compass 2014,152824068
ID: 152173291, Name: Opened Violet  Basket of Equal Cosmic Time,152173291
ID: 181196009, Name: Scary Gremlin,181196009
ID: 1760406591, Name: Glorious Sword,1760406591
ID: 280661926, Name: Mystical Staff of Cyan Lightning Magic,280661926
ID: 537435862, Name: Pua,537435862
ID: 21802000, Name: Sword of Nefertiti,21802000
ID: 1665544157, Name: Lillian's Moonglaive,1665544157
ID: 93722515, Name: Halloween Transmuter,93722515
ID: 230516405, Name: Rainbow Basket of Solitary Omega,230516405
ID: 1789547756, Name: Keytar Sword,1789547756
ID: 94333296, Name: Nightfall Elixir,94333296
ID: 151292047, Name: Staff of Staff,151292047
ID: 602146440, Name: Pizza Sword,602146440
ID: 1084980039, Name: Hognob,1084980039
ID: 1466353882, Name: Lex, the Elf Warrior's Sword,1466353882
ID: 67755192, Name: Santa's Sleigh,67755192
ID: 686806111, Name: Brainy Smurf,686806111
ID: 149612167, Name: Lucky Laser Gun,149612167
ID: 401277404, Name: Trophy of Participation 2016,401277404
ID: 46132907, Name: Checkerboard Sword,46132907
ID: 16200508, Name: Surface Tool,16200508
ID: 2620524562, Name: Nightmare Guitar,2620524562
ID: 136213778, Name: Legendary Ice Club,136213778
ID: 140821168, Name: Cloud 9 Snowball Launcher,140821168
ID: 33732371, Name: Gork, Your Caveman Shoulder Friend,33732371
ID: 23306097, Name: Ocean Samurai,23306097
ID: 1178843200, Name: Jumanji Rhino,1178843200
ID: 116693764, Name: Historic 'Timmy' Gun,116693764
ID: 361950795, Name: Golden Roped,361950795
