ID: 168141301, Name: Ice Dragon Slayer
ID: 936703828, Name: Lance’s Energy Blaster
ID: 2010630652, Name: Virtual Book - Bad Guys
ID: 1230024287, Name: Instant Snowman
ID: 116040807, Name: ROBLOX World Tour Lightning Guitar
ID: 101078524, Name: The Overseer's Bow
ID: 98411325, Name: Spec Omega Biograft Energy Sword
ID: 65979823, Name: Magical Turkey Wand
ID: 53623248, Name: Builderman's Hammer of Shimmering Light
ID: 261826406, Name: Cro-Minion Club
ID: 153939226, Name: Wild Bunny Horde Attack
ID: 95484098, Name: Werewolf Claws
ID: 190111117, Name: Shards in the Code: Season One - Episode 1
ID: 16200508, Name: Surface Tool
ID: 2548992615, Name: Sea Dragon
ID: 96501454, Name: Lightning Bolt Sword- A Gamestop Exclusive
ID: 66416602, Name: ??
ID: 21802000, Name: Sword of Nefertiti
ID: 16200420, Name: Material Tool
ID: 189756588, Name: Christmas Tree Sword
ID: 18482562, Name: Ra'k Guitar
ID: 521925833, Name: Trophy of Participation 2016
ID: 1789547756, Name: Keytar Sword
ID: 319656563, Name: Dual Axe Monsters
ID: 537435862, Name: Pua 
ID: 116693764, Name: Historic 'Timmy' Gun
ID: 84012460, Name: Fluffy Unicorn
ID: 183665171, Name: Neon Throwing Stars
ID: 64735604, Name: Zombie Slayer
ID: 230516405, Name: Rainbow Basket of Solitary Omega
ID: 78665196, Name: Katana of the Ninth Moon
ID: 36017373, Name: BuildCloneTest
ID: 23306097, Name: Ocean Samurai
ID: 184757813, Name: Divine Guardian's Sword
ID: 208659586, Name: Brilliant Throwing Knives
ID: 1760406591, Name: Glorious Sword
ID: 342869414, Name: BLOXY 2015
ID: 93136674, Name: Uppercut Sword
ID: 1469987740, Name: The 5th Annual Bloxy Award
ID: 14492601, Name: 4-String Roblocaster Premiere Guitar
ID: 189910262, Name: Robloxsai Bike
ID: 96095042, Name: Sorcus' Chair
ID: 77443491, Name: Sword of Darkness
ID: 157205782, Name: Steam Engine
ID: 27854500, Name: Dance Potion
ID: 152971952, Name: Opened Retro Egg Basket of I Has
ID: 24294400, Name: The Unstoppable
ID: 2221406451, Name: Momo Companion
ID: 158069071, Name: Rainbow Katana
ID: 47871597, Name: Attrition Blade
ID: 69964719, Name: Trololololo Wand
ID: 92142841, Name: Artemis Bow
ID: 12562495, Name: R-80
ID: 233633874, Name: Worldwide Stunna
ID: 29532089, Name: Keith's Vengeance Launcher
ID: 66426498, Name: Kami Potion
ID: 1215515248, Name: Frozen Throwing Knives
ID: 83704154, Name: Colossal Blade
ID: 2620524562, Name: Nightmare Guitar
ID: 26017478, Name: Blue Bloxxers Paintball Gun
ID: 136213778, Name: Legendary Ice Club
ID: 73089190, Name: BuildDelete
ID: 73089204, Name: CloneTool
ID: 152824068, Name: Rare Egg Compass 2014
ID: 119917556, Name: Chalk Sword
ID: 2291005315, Name: Rogue Bottington Steampunk Zapper
ID: 149612167, Name: Lucky Laser Gun
ID: 74385438, Name: Gravitron 3000
ID: 65969758, Name: Native Bow and Arrow
ID: 1084980039, Name: Hognob
ID: 361950795, Name: Golden Roped
ID: 18017365, Name: Crimson Katana of the Unsetting Sun
ID: 1258015236, Name: 2018 Fireworks
ID: 365674685, Name: Sword of the Epicblueness
ID: 1178843200, Name: Jumanji Rhino
ID: 2413687523, Name: Dread Elder Warlock's Wand
ID: 67755192, Name: Santa's Sleigh
ID: 1665544157, Name: Lillian's Moonglaive
ID: 19703034, Name: Bag O Christmas Tree Seeds
ID: 33732371, Name: Gork, Your Caveman Shoulder Friend
ID: 108155504, Name: Hot Wheels Spin Shotz Disc
ID: 346685995, Name: Alpaca Mount
ID: 306163602, Name: Overseer Spider Mount
ID: 93136666, Name: Sword of the Seven Winters
ID: 456221232, Name: Party Blaster Paint Gun
ID: 1016512413, Name: Tiger Warrior Club
ID: 507797529, Name: 8-Bit Skateboard 
ID: 16435306, Name: Protest: More Gear Nao
ID: 1360078533, Name: Red Hover Roped
ID: 2646379006, Name: Yeti Hunter Spear
ID: 686806111, Name: Brainy Smurf
ID: 94119269, Name: Molecular Atomizer
ID: 94333296, Name: Nightfall Elixir
ID: 221181437, Name: Red Sparkle Time Claymore
ID: 215392741, Name: Merely's Green Sparkle Time Hoverboard
ID: 69499437, Name: Azure Periastron Alpha
ID: 243890860, Name: Captain Cyborg Flintlock
ID: 2535472650, Name: The Great Sword Justice
ID: 35200756, Name: BuildColorTest
ID: 36334760, Name: BuildGroupDragger
ID: 10730984, Name: Black Iron Mace of Pwnage
ID: 123134886, Name: BLOXY 2013
ID: 79736586, Name: Ruyi Jingu Bang - A Walmart Exclusive
ID: 1363020083, Name: Black Panther - Claws
ID: 218631022, Name: Laser Throwing Stars
ID: 2290921705, Name: Harvest Wizard's Staff
ID: 76170471, Name: Hedgehog Friend
ID: 1380774367, Name: Steampunk Hoverboard
ID: 99254164, Name: billylones' ROBLOX Tablet
ID: 306971659, Name: Skeleton Slashers
ID: 142498104, Name: Hockey Stick
ID: 160199141, Name: ROBLOX Blimp
ID: 126719093, Name: Not-so-friendly Ghost
ID: 18426536, Name: Apple Pie
ID: 1609498185, Name: Red Laser Scythe
ID: 250534394, Name: BLOXikin Horde
ID: 790968060, Name: Wheel of the Black Pearl
ID: 18446258, Name: Native Bear
ID: 69210321, Name: Hades Staff of Darkness - A Gamestop Exclusive
ID: 173751087, Name: ALS Ice Bucket Challenge
ID: 49491781, Name: Staff of Celestial Light
ID: 136170437, Name: Unfriendly Turkey Friend
ID: 233520425, Name: iLift Two
ID: 1213389922, Name: Magical Reindeer Throwing Wreath
ID: 97932897, Name: d4rk886's ROBLOX Tablet
ID: 63721711, Name: Accursed Vampire Bat Hand
ID: 87361806, Name: Meteor Staff
ID: 292969139, Name: From the Vault: Alpaca Plushie
ID: 2226815033, Name: Wand of Flurry
ID: 261762082, Name: Hiccup the Dragon Rider
ID: 375829909, Name: 01010010 Enforcer Sword 
ID: 96092647, Name: Korblox Skeleton Wraith
ID: 36431591, Name: BuildInsert
ID: 1180417820, Name: Neon Laser Launcher
ID: 75906930, Name: Lobster
ID: 128160929, Name: Book Worm
ID: 97161222, Name: Bluesteel Alterer of Destiny
ID: 24903441, Name: Egg Magnet
ID: 24659699, Name: Magic Dragon
ID: 154727343, Name: Lightning Wand
ID: 98219158, Name: Luckymaxer's ROBLOX Tablet
ID: 143606297, Name: Team ROBLOX Bobsled
ID: 1492225511, Name: Throwing Bolts
ID: 106064469, Name: Year of the Snake Lantern
ID: 15973049, Name: Protest Sign: We Want User GUIs Now!
ID: 53623322, Name: Sorcus' Sword of Judgement
ID: 233520157, Name: Grey Bunny Accoutrement
ID: 118281490, Name: Seahorse
ID: 2803762878, Name: Aztec Warrior Macuahuitl
ID: 116693715, Name: Memorial Day Fireworks
ID: 2274759555, Name: Dollar Sign Skateboard
ID: 248285248, Name: Homemade Motorcycle
ID: 2846003729, Name: Green Flashlight
ID: 65954788, Name: Redsteel Ranger Ray Gun- A Gamestop Exclusive
ID: 26945832, Name: Ruler
ID: 610133129, Name: Fire Breathing Friend
ID: 16201421, Name: Reset Tool
ID: 178076749, Name: EKoSS Sword and Shield
ID: 99254358, Name: Are200's ROBLOX Tablet
ID: 24015579, Name: Pot Of Gold
ID: 3130875522, Name: Godzilla Companion
ID: 22920072, Name: Rebel Incinitron 6530
ID: 424700938, Name: BFG Gobblefunk Dictionary
ID: 152660258, Name: Opened Hazardous Basket of Major Oversight
ID: 108153884, Name: Lucky Clover Hammer
ID: 2907611562, Name: Fanciful Leprechaun Walking Cane
ID: 2845988123, Name: Pirate Mop
ID: 42845609, Name: BB Gun
ID: 2136411578, Name: 26th Century Weapon
ID: 91360052, Name: Suit Up Gun
ID: 125013769, Name: Linked Sword
ID: 2906732820, Name: Community Pizza Launcher 
ID: 1708354246, Name: Pinata Mount
ID: 454733927, Name: MonStar
ID: 27848921, Name: Dance Potion
ID: 150366320, Name: Spring Crossbow
ID: 100472084, Name: Agent 99's Laser Goggles
ID: 156467963, Name: Redcliff Ballista
ID: 23532796, Name: Lava XD
ID: 743691009, Name: Blue LAZER Sword
ID: 67747912, Name: Heat Seeking Missile Launcher
ID: 124128001, Name: stickmasterluke's Stick of Power
ID: 106701619, Name: Wizards of the Astral Isles: Frog Transformer
ID: 264289990, Name: Green All Terrain Vehicle
ID: 60888225, Name: DarkAge Ninjas: Ninja Kitteh
ID: 86494914, Name: Dual Katanas of the DarkAge Clan
ID: 375832969, Name: Hiro the Hero Dual Swords
ID: 498752764, Name: Flying Carpet of Books
ID: 49929746, Name: Knights of Redcliff: Morning Star
ID: 445120580, Name: .
ID: 51346336, Name: Ninja Sai
ID: 61459592, Name: Ne'Kotikoz Incarnate
ID: 846792499, Name: Blue Laser Scythe
ID: 113299590, Name: Orbital Piano Strike
ID: 1103012605, Name: Spider Horde
ID: 19111869, Name: Hanukiah
ID: 95951291, Name: Skeleton King's Sword
ID: 146047220, Name: Quill of the President
ID: 56561570, Name: Confusion's Cauldron
ID: 130113146, Name: Hyperlaser Gun
ID: 16986649, Name: Granny's Crossbow
ID: 190094270, Name: Ridable Raptor
ID: 120749452, Name: American Rockets 1776
ID: 230758501, Name: Opened Korblox Basket of the Frozen Dark
ID: 21439991, Name: A Very Special Monster
ID: 55194474, Name: Dragonfire Sword
ID: 129471170, Name: Vanishing Ninja Star
ID: 148791460, Name: Pi Transmorpher
ID: 62350846, Name: Chief Guardsman Spear
ID: 183355732, Name: Deluxe Vine Staff
ID: 95951270, Name: Korblox Bone & Arrow
ID: 191261808, Name: Dark Pegasus
ID: 80576913, Name: Electric Lightning Trap
ID: 635636907, Name: Galactic Soldier's Raygun
ID: 73089229, Name: RecentParts
ID: 31532496, Name: Whoopee Cushion
ID: 537436448, Name: Moana’s Paddle
ID: 2008155070, Name: RDC Participation Award 2018
ID: 252564167, Name: Gamer’s Guide Controller
ID: 176087597, Name: ROBLOX U Frisbee
ID: 17237675, Name: Captain's Flintlock
ID: 15470222, Name: Gridiron Guitar
ID: 462180517, Name: Trophy of Participation 2016
ID: 181550181, Name: Axe of the Divine Flame
ID: 241542047, Name: Golden Staff of Bling Squared
ID: 159229806, Name: Rainbow Periastron Omega
ID: 68539623, Name: Korblox Sword and Shield
ID: 43245080, Name: 2011 New Year's Fireworks
ID: 2936947382, Name: Gear of Mystery
ID: 1030943683, Name: Roblox Pom-Poms
ID: 69209924, Name: R80 Launcher - A Walmart Exclusive!
ID: 936704694, Name: Hunk’s Energy Cannon
ID: 336371164, Name: Retro Shrink Ray
ID: 68848741, Name: Spectral Sword of Illusions
ID: 106701659, Name: Wizards of the Astral Isles: Pegasus
ID: 124126528, Name: Seranok's Golden Chalice of Fame
ID: 59848474, Name: Korblox Deathspeaker's Spell Book
ID: 24903474, Name: Egg Compass
ID: 357837444, Name: Initiate of Glorious Flight Magic Staff
ID: 335085355, Name: Overseer Smashing Hammer
ID: 845518976, Name: Scuba Gear Starfish
ID: 180298135, Name: Morblox the Terrifying's Sword
ID: 674103772, Name: Experimental Jetpack 
ID: 420160506, Name: Deadly Laser Vision Polar Bear Mount
ID: 250533235, Name: Velociroblox
ID: 143606407, Name: Team ROBLOX Skis
ID: 69567827, Name: Zephanon Phaser and Shield
ID: 73232803, Name: Dragon Slayers Sword and Shield
ID: 164174394, Name: Protest Sign: Save the Fireworks
ID: 91294485, Name: Hungry Lion Friend
ID: 127506324, Name: Overseer's Axe
ID: 158069180, Name: Dual Venomshanks
ID: 101110605, Name: Gravity Disruptor
ID: 439307591, Name: Fruity Pebbles Power Up
ID: 34399428, Name: Confetti Cannon
ID: 1074742019, Name: Mr. Wing
ID: 563287969, Name: Deep Space Raygun
ID: 60678464, Name: Metal Guitar of Awesomeness
ID: 144510568, Name: Skull Cutlass
ID: 419240423, Name: Dory Hieroglyph 
ID: 19703041, Name: Christmas Tree Lights
ID: 130112971, Name: Trilaser Bow
ID: 425120575, Name: One Man Band
ID: 2544539559, Name: Inugami: Ninja Warrior
ID: 51757158, Name: Korblox: Tripmine
ID: 12187431, Name: Sand Tempest Scimitar
ID: 94233286, Name: M1 Garand
ID: 63253701, Name: Skelefriend
ID: 1380788230, Name: Steampunk Slasher
ID: 936703279, Name: Blade of Marmora
ID: 58880579, Name: RotateTool
ID: 24713330, Name: Cerulean Vengeance
ID: 220288991, Name: Fake Egg Spawner
ID: 579868200, Name: Dog Man Unleashed Virtual Book
ID: 999864256, Name: Scrooge McDuck’s Giant Ruby 
ID: 81330766, Name: Time Watch
ID: 1183007014, Name: BB-8
ID: 2605966484, Name: Breath of Ice
ID: 21416138, Name: Spec Gamma Biograft Energy Sword
ID: 280662667, Name: Gigantic Crossbow
ID: 98341183, Name: mygame43's ROBLOX Tablet
ID: 287424278, Name: Orinthian Electroslasher
ID: 445119186, Name:  .
ID: 445136641, Name: .
ID: 73089239, Name: ConfigTool
ID: 515688568, Name: Pumpkin Launcher
ID: 179369752, Name: Halloween Skateboard
ID: 904534702, Name: Speedy Hiking Boots
ID: 93725362, Name: Sword Of The Behemoth - a Walmart Exclusive
ID: 2136443074, Name: Cy the Cyborg - Gun
ID: 233660801, Name: Merely's Hover Surfboard
ID: 2846107063, Name: SirMing's Diamond Bling
ID: 315617026, Name: Dual Monster Axes
ID: 71597072, Name: Creepy Zombie Monkey
ID: 1132884456, Name: Chopper Broom
ID: 164015715, Name: Cartoon Network Skateboard
ID: 104642550, Name: Duck
ID: 178076831, Name: Redcliff Crossbow
ID: 1402446243, Name: Golden Dreams Convertible
ID: 315573586, Name: Halloween Bow and Arrow
ID: 413200176, Name: Unlucky Launcher
ID: 105189286, Name: Furno's Sword and Shield
ID: 2221409781, Name: Q-Bot Companion
ID: 59805584, Name: Korblox Krossbow
ID: 218631128, Name: Green Laser Scythe
ID: 30393548, Name: Grapple Hook
ID: 206136361, Name: Prehistoric Piercing Blade
ID: 93667422, Name: Splinter's Staff
ID: 163488515, Name: The 7D’s Grumpy
ID: 164369961, Name: Magic Beach Towel 
ID: 150980377, Name: Trophy of Wheeled Participation 2014
ID: 17527921, Name: Ghost Bag
ID: 743687369, Name: Green LAZER Hammer
ID: 66896542, Name: Annoying Elf: Ostrichsized
ID: 37347081, Name: Acursed Mummy Hand of Head Shot
ID: 2445084910, Name: Ghostly Possessed Sword of Terror
ID: 87361508, Name: Chimera
ID: 233520257, Name: Joyful Periastron Epsilon
ID: 264990548, Name: USA Sparkler 2015
ID: 3798370428, Name: Ren the Red Fox Ranger Bow
ID: 164174293, Name: Protest Sign: Explode the Fireworks
ID: 54130543, Name: Sword Fish
ID: 790967234, Name: Ship in a Bottle
ID: 880433057, Name: Roblox Surfboard
ID: 108899214, Name: Nerf Shoes
ID: 204095670, Name: Epic Flail
ID: 553937189, Name: Pizza Kunai
ID: 107458531, Name: Grim Axe
ID: 62350883, Name: Sword of Ancalagon 
ID: 77443436, Name: Swordbreaker
ID: 80597060, Name: Fake Chartreuse Periastron Gamma 
ID: 445127715, Name: .
ID: 325758098, Name: Bigfoot Boarder's Board
ID: 91445347, Name: September Promo Health Core
ID: 78026639, Name: 1337 R0807
ID: 61916137, Name: Chameleon Potion
ID: 1145080014, Name: Heedless Horse
ID: 170903868, Name: Taco Launcher
ID: 181355844, Name: Dr. Gutpunch’s Glove
ID: 47262951, Name: Bo Staff
ID: 292046825, Name: Magical Unicorn Horseshoe
ID: 149222558, Name: Five Kingdoms: Sky Raiders
ID: 183441634, Name: Mega Bloks ® Hot Wheels ™ Truck
ID: 270562881, Name: Panda’s Cellphone
ID: 95258660, Name: Explosive Spy Pen
ID: 472607336, Name: Turtle Backpack
ID: 116055112, Name: Ogre Friend
ID: 11115851, Name: Shadowy Ninja Star of the Silent House
ID: 70476451, Name: Year of the Dragon Lantern
ID: 51346471, Name: Twin Kodachi
ID: 64869906, Name: Captain McGee's Throwin' Axe: A CVS Exclusive Item
